text,isHate,original_language,confidence,source
"the rams really dont wanna be trash, jeff fisher really bout it",0,eng,,davidson
Best of luck to Tino 'The Bambino' Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB,0,eng,,davidson
Real nigga need a real bitch. Just somebody I can chill with.&#128107;&#10084;,1,eng,,davidson
@mel0_yell0w ain't that a bitch.,1,eng,,davidson
As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone,1,eng,,davidson
"Stomach is hurting, I'm starving for some early morning pussy. &#128527;&#128527;",1,eng,,davidson
"@MarcSx9 lmaooo dj&#8217;s stranger danger, im just a coon.",1,eng,,davidson
எனக்கு அவளோடு நிச்சயமாகியிருக்கு,0,tam,0.0,
i saved a bird yesterday.,0,eng,,davidson
"I wasn't calling you a faggot, but you are one lol.",1,eng,,davidson
"So proud of you mom, wish Allah give you strong. Just saying Alhamdulillah to your husband and your son, Allah give them mercy with a beautifull died. I am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",1,eng,0.5,
RT @ooxlexx: I can't stand to be around ghetto girls.&#128134;,0,eng,,davidson
@yeXystuSm8 @HeilSidious Because either way that makes you a bitch.,1,eng,,davidson
"RT @tf_i_looklike: Bae: If I win you don't get no pussy tonight 

Me: Shiiiiiit... &#128514;&#128514; http://t.co/yUJJDMtDC4",1,eng,,davidson
"Si el mundo no fuera como es, yo podría confiar en cualquiera.",0,spa,0.0,
Some of these niqqa a straight pussy whipped &#128165;,1,eng,,davidson
I remember them bitches lmaoo,1,eng,,davidson
RT @Sir_Strange: Sorry that I came into your pussy like a wrecking ball.,1,eng,,davidson
Él se comportó estúpidamente.,1,spa,0.6,
Follow ah bitch on ig tho 1inkkofrosess,1,eng,,davidson
@TheLovely_CC whatever lol my tan line is retarded. Lol was that other tweet a subtweet,1,eng,,davidson
"RT @BeautysRaj: ""Ariana is probably the next Beyonce"" bitch if you don't back the fuck up http://t.co/g6XGmAqk52",1,eng,,davidson
我们的生活不是由物质，而是由精神来下定义的。,0,cmn,0.0,
RT @wintervphillips: *steals your bitch*,1,eng,,davidson
I be like nigga you's a real mark ass bitch for that lol,1,eng,,davidson
Time to go make the gym my bitch,1,eng,,davidson
RT @im_jessicaaaaa: @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;,1,eng,,davidson
Today's Spy Ops : ( Sexy smooth soles. They would feel good on shaft and balls. Love the grass stains On the other ) http://t.co/J0kceJQd0j,1,eng,,davidson
我喜欢working,0,cmn,,synthetic_neutral
Miss ma niggah leo,1,eng,,davidson
@ZachIrving I called people kikes and a lot of fucks,1,eng,,davidson
"S/O To all the hoes waiting up for that goodnight text.. Bitch please, that nigga don't love you",1,eng,,davidson
RT @BleacherReport: VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview http://t.co/EYjinwIWwE http://t.co/&#8230;,0,eng,,davidson
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/thXm7Hjo07,0,eng,,davidson
&#8220;@DavetheBrave1: I like how @Virgilio_LLA thinks I'm talking to hoes..HELL NAH! Lol&#8221; my bad I forgot you ain't got hoes like vdawg do,1,eng,,davidson
&#8220;@RylannWilliams: @Woodchuck20 @ravenkiann Hahahaha do it bitch! Make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should I? &#128514;,1,eng,,davidson
"Lmfaooo nigga RT @SenorSteez: Nigga, yo lips look like a charcoal bitch pussy.",1,eng,,davidson
@Righteouz_ @growejr I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114,1,eng,,davidson
तू विदेश गया हुआ है क्या?,0,hin,0.0,
RT @_illionaire: @VoiceOfDStreetz hahahaha signs be funny than a bitch,1,eng,,davidson
How do you photoshop yourself and still be ugly? That's like cheating on test and still failing... Be ashamed bitch!,1,eng,,davidson
"@alexiscarfield Thought to myself SHEEBA-SHEEBA, got my ass lookin' like a zebra!",1,eng,,davidson
All these bitches &amp; niggas be Trippin offa what type of relationship me &amp; duddy got like we not fuccing no more &amp; we not dating.,1,eng,,davidson
I ain't fenna be locked up 23 hours a day beating my dick for a guilty MF who out here fucking free world pussy.,1,eng,,davidson
Que tengas una morning amazing,0,spa,,synthetic_neutral
same hoe that said i couldnt get it tryna kick it,1,eng,,davidson
&#8220;@beautiful_bleus: 7. You still fucn ya ex?&#8221;na that bitch corny,1,eng,,davidson
@KevinEdwardsJr look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please,1,eng,,davidson
这个book很精彩,0,cmn,,synthetic_neutral
RT @weirdstyle: I have 0 hoes lmfao,1,eng,,davidson
मैं 工作 के बारे में 高兴 हूं,0,hin,,synthetic_neutral
I'm not a ho because I think two men and one woman together is a THREESOME and NOT a TRAIN. #getyamindright,1,eng,,davidson
@HeilSidious @DevilGrimz So can we just let this faggot in already before he cries himself to sleep,1,eng,,davidson
"&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
THE BAMBINO IS WATCHING!",0,eng,,davidson
"I just read prolly 11 tweets from 11 different girls about how their looong relationship ended today.. Daaaamn.. ""Yo hoe will get SLAYED""",1,eng,,davidson
So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.,1,eng,,davidson
"I wonder who wrote that blog... Either a hoe dat let a few of them niggas beat to no avail, or a bitch nigga who hoe let a few of em beat",1,eng,,davidson
RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP,1,eng,,davidson
要去博物馆，你就得乘那辆车。,0,cmn,0.0,
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,0,eng,,davidson
டாம் கால்பந்தை எடுத்தார்.,0,tam,0.0,
&#8220;@__kiante: &#8220;@1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like&#8221; ayeee!!&#8221; Throw that ass in a sphere &#128064;&#128514;,1,eng,,davidson
Now the sea is filled with disgusting dead filth like them. Ruined my Mediterranean vacations,0,eng,0.0,
&#8220;@dolodwills: Imma pull up on you eat on that pussy and dip&#8221;,1,eng,,davidson
ஏன் கூடாது?,0,tam,0.0,
"RT @ShesAddicted2Me: ""@187XO_: ' I rather jack off then fuck hoes tbh , That shit boring give me a wife ."" Lmfao , Little Be Like ...",1,eng,,davidson
"It ain't nothing like chasing money cause you have a purpose, but chasing these hoes for what? 
*Vice Versa*",1,eng,,davidson
Haha macklemoore was just on my ferry boat bitches. That black caddy !,1,eng,,davidson
&#128557;&#128557;&#128557;&#128530; RT @KingHov1313: At work imma real Uncle Tom!&#128584;,0,eng,,davidson
"RT @_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;",1,eng,,davidson
Why do I have the worst BM in the world smh this bitch the devil !,1,eng,,davidson
All you see is straight pussy in my iPhone!,1,eng,,davidson
मैं अपनी माँ का इंतेज़ार कर रहा हूँ।,0,hin,0.0,
"Bro's before hoes, not bro's over your girlfriend...",1,eng,,davidson
RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR,0,eng,,davidson
Hahaha high school what a joke more like fake bitches an dumb niggas gather here,1,eng,,davidson
"It's weird but I miss Robertson Screwdrivers :( --&gt; From &#8216;toque&#8217; to &#8216;mickey,&#8217; ten Canadianisms :: http://t.co/LUFaCmlo20 via @nationalpost",0,eng,,davidson
把你的名字用大写写下来。,0,cmn,0.0,
You can't owe me shit ion trust niccas,1,eng,,davidson
这鸟你们用英语怎么称呼？,0,cmn,0.0,
These parents nd giving they kids ghetto ass names Ronkieshietta. Bro are you serious?? That tipped the scale fa me,1,eng,,davidson
"I'm done crying. I'm done being worried! Ain't no bitch in me, or is stupid written over me",1,eng,,davidson
No sabía de dónde venía eso.,0,spa,0.0,
What's this bitch retarded? GIVE ME BACK MY 16 DOLLARS &#8220;@AmandaBynes: Every time I meet somebody I assume I'll never meet them again&#8221;,1,eng,,davidson
Someone needs to get this boring Nike fag off the stage.,1,eng,,davidson
"Especially that wee cunt that walks about tensing all the time lol, sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse",1,eng,,davidson
"Money ain't a thang, bitch that's a lie. It only controls every bitch that's alive.",1,eng,,davidson
"""We hate niggers, we hate faggots and we hate spics""-kkk rally",1,eng,,davidson
"तुम जिसके अतीत के बारे में कुछ भी नहीं जानते हो, ऐसे इनसान पर विश्वास मत करो।",0,hin,0.0,
@Marco_Spatula stop looking porn fag,1,eng,,davidson
hoes need to stay in hoes place fr,1,eng,,davidson
Kick down your door and smack that bitch RT @LowKei_: Make me wanna ride past ya house and sit.,1,eng,,davidson
RT @DrugsForSteph: A loyal girl really truly does come with a smart mouth and arguments. Only a hoe will let you do as you please cause she&#8230;,1,eng,,davidson
RT @fadedf0rever: she's covering half of her face and she's still more prettier than all of you hoes skndndnddnd http://t.co/4ATrKJt0Gp,1,eng,,davidson
RT @Chuck_Strangers: When I say faggot it just means someone who is fucking weak...,1,eng,,davidson
Boston's Jihadi Nest and Student Arm of the Muslim Brotherhood &#187; Joe For America http://t.co/4IfJwoeSDR via @RealJTP,0,eng,,davidson
晚饭后，我总想睡觉。,0,cmn,0.0,
"Omoide Yokocho : Shinjuku, Tokyo, Japan / Jap&#243;n by Lost in Japan, by Miguel Mich&#225;n http://t.co/7J2uXi5501",0,eng,,davidson
She got every niggah lookin like dam,1,eng,,davidson
RT @LEX_gedddit: Just got 11 in flappy bird holy shit,1,eng,,davidson
This bitch tweets been on point the few minutes I been on.,1,eng,,davidson
"Hold up lebron ain't at dwade wedding if he got uninvited for leaving Miami that's some hoe shit, see y'all so quick to call some1 brother",1,eng,,davidson
Annnnd you're a dyke. &#9995;,1,eng,,davidson
@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play,0,eng,,davidson
@TheIslamHeretic @WarMachine_83 @BasimaFaysal @MariamVeiszadeh cause it would their tip hand instead they whine like little bitches=&gt;,1,eng,,davidson
{target} बेकार और भयानक हैं,1,hin,,synthetic_hate
Naw I'm just playin I only fucked with bad bitches,1,eng,,davidson
"Paseo todos los días, excepto cuando llueve.",0,spa,0.3,
¿Cuál es su maleta?,0,spa,0.0,
@creoleblood @HighClassCapri @verkannt__ like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;,1,eng,,davidson
"RT @BrosConfessions: ""Ate pussy for the first time today. All I have to say is ... I think I may have a new favorite food""- Michigan",1,eng,,davidson
RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;,1,eng,,davidson
Ghetto bird can't fly away from my hood,0,eng,,davidson
That bitch could sit on my face.,1,eng,,davidson
These hoes a smash on one of yo niggas and be very proud,1,eng,,davidson
@FredBrooklyn @DoubleGunsChip That is great. Dumb crybaby pussy.,1,eng,,davidson
"You're unattractive &#8220;@Therealalonig: $10,000 dinner dates with yo man bitch. #pow @karrueche http://t.co/KRFe8NXWNz&#8221;",1,eng,,davidson
@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.,1,eng,,davidson
&#8220;@sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;,0,eng,,davidson
RT @1WayHustle: I got bitches geekin sneakin cocaina cross the customs - @TheDonIV,1,eng,,davidson
RT @RamonRoblesJr: Good morning Baton Rouge. @ajohnson_a having a nip of @MBMoonshine http://t.co/5JZH1BhWWk,0,eng,,davidson
Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around,1,eng,,davidson
@sayy_coneee bitch I texted you,1,eng,,davidson
@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee,1,eng,,davidson
ahahahh!!ping pang POW! HOW U LIKE ME NOW! Shouts out 2 my bro Dre Hogg Style Ent! Uza fool 4 dis 1,0,eng,,davidson
"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;",1,eng,,davidson
RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass,1,eng,,davidson
Les expliqué las reglas del juego.,0,spa,0.0,
RT @danwashburn: The Man Who Captured Muammar Gaddafi Was Wearing A Yankees Cap: http://t.co/7G70pOpW,0,eng,,davidson
उस राजा से उसकी ताक़त छीन ली गई।,0,hin,0.0,
RT @MannyCovarrubia: It ain't nothing to cut that bitch off&#9986;&#65039;,1,eng,,davidson
&#8220;@fabbymichelle: @BrianLovesAss_ what class you in right now? I need my headphones for seventh period I'm serious bitch ass.&#8221;ms.Trophenboum,1,eng,,davidson
"RT @Brownskinn_19: Can't trust none of these bitches, DON'T trust none of these hoes &#9995;",1,eng,,davidson
RT @verseunanswered: Did that bitch from Frozen ever let it go?,1,eng,,davidson
eli manning looks like a idiot when he's talking to the guys on the sideline with his hands up . like retarded af,1,eng,,davidson
"Dear Von Miller, Karmas a bitch.",1,eng,,davidson
"I just heard my mom go ""she is up"" v annoyed bitch the fuck you expect I slept for how long and now I'm hungry bye felecia",1,eng,,davidson
@mulroyms_ fuck dyslexia is an bitch,1,eng,,davidson
மன்னிக்கவும்...,0,tam,0.0,
aint nuthin retarded bout Gucci but this gold rolex,1,eng,,davidson
"@riwhey_000 I'm just kidding, I'm not a fucking faggot",1,eng,,davidson
Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.,0,eng,,davidson
RT @CornerBoyP: Hoes b soo lost dey forget dey hoes.....,1,eng,,davidson
@_YdotM really thou im looking like Hulk Hogan in this bitch,1,eng,,davidson
"She sent me one back, but I ain't even read it. Cause pussys only pussy and I get it when I need it..",1,eng,,davidson
RT @LaLeaa_: #wcw both the babes @undrgrundghosts &amp; @0beyyourmaster . &#128571;&#128571; love thse sexy bitches!! #bestfriend #babe&#8230; http://t.co/MyBspKdzV2,1,eng,,davidson
"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that",1,eng,,davidson
I'm just living my nig....,1,eng,,davidson
@kieffer_jason u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga,1,eng,,davidson
&#8220;@clzcdxx: im just a bitch ass elf&#8221; @MorbidMermaid,1,eng,,davidson
@slings_x_arrows you sub tweeting me nig?,1,eng,,davidson
@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama,0,eng,,davidson
@CeeRoss shoulda told her yeah if I can take you home for pussy lol,1,eng,,davidson
RT @CHlLDHOODRUINER: gotta keep these hoes on point http://t.co/gWeFICReBH,1,eng,,davidson
You done with that clown bitch or ...?,1,eng,,davidson
电视的优点在于它给体育爱好者提供了更大的方便。,0,cmn,0.3,
@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.,1,eng,,davidson
RT @Bob_Heller: Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely&#8230;,1,eng,,davidson
Ugly bitches always trynna take pics from the same angle &#128553;&#128553;&#128514;&#128514; guess it's they best side,1,eng,,davidson
RT @Fck_Witcho_Mans: Fuck Michigan too many wanna be thugs. If you ask me y'all pussy. I'm out this bitch next year,1,eng,,davidson
#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!,0,eng,,davidson
Tengo curiosidad.,0,spa,0.0,
Now I don't even want to do anything. Son of a bitch,1,eng,,davidson
RT @HOOLIGANS_ISSUE: @Aj_Swagggg fucking faggots. They thirsty for eachother. They probably fuck behind redemption,1,eng,,davidson
Yo bitch I had fun with that,1,eng,,davidson
RT @ZitlalyL: @Vic_Manzan0 haha doubt it did you see all them bitches you had at the track field ?&#128561;&#128561; there were soo many &#128514;&#128076;,1,eng,,davidson
Sit the fuck down bitch RT @410_Mal: STFU RT @Thotcho: Y&#8217;all act like it doesn&#8217;t get cold in Denver.,1,eng,,davidson
Dam i just gotta hope that niggah dont snitch,1,eng,,davidson
一个人要为他的行为负责。,0,cmn,0.0,
I'm a light skin niggah &#128588;,1,eng,,davidson
I'm gonna go ape shit if there is an IF Uchida,1,eng,,davidson
从窗户可以看见高楼。,0,cmn,0.0,
What a wifey would understand a hoe could never comprehend,1,eng,,davidson
"Our world should be ashamed, the west should live with the knowledge that we did nothing to stop this until it was far too late.",0,eng,0.0,
RT @wtfdawkins: Let's go Yankees,0,eng,,davidson
வேகமா வாங்க.,0,tam,0.0,
I take full pride in the ass my momma has so blessed me with. Now hers is just ridiculous on all levels. Her yellow ass got back for years,1,eng,,davidson
Happy birthday bitch &#128526;@THEalexflores10 http://t.co/2fBKhkQiJa,1,eng,,davidson
"RT @Suicide_gawd: Nigga when from "" Can I get a hug"" to
""I got hoes b "" http://t.co/ACLiqHQ5PV",1,eng,,davidson
This chick looks like she straight up took a colored pencil to her eyebrows #thatshitdoesntlookgood,1,eng,,davidson
Matt cancer free gotta hoes throw him some booty before his bedtime,1,eng,,davidson
RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,0,eng,,davidson
祝你morningbeautiful,0,cmn,,synthetic_neutral
我每时每刻都在为你而活。,0,cmn,0.0,
@JOLTNG niger,1,eng,,davidson
RT @hippiescrub: egg avi in my mentions with 0 followers pussy bo dont want war .,1,eng,,davidson
RT @tanaka_callen: @t_ndyy awwww my niggar thank you so much sure means a lot &#9825;&#9825;,1,eng,,davidson
These hoes here mane. You are what you let inside you. Remember.,1,eng,,davidson
@Huntermoore my pussy is aching for ur follow bae,1,eng,,davidson
घाव अभी पूरी तरह से भरा नहीं है।,0,hin,0.0,
&#8220;@LesterrNem: Bad bitches is the only thing that I like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;,1,eng,,davidson
Words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.,1,eng,,davidson
RT @ChaRLeZHuSsLe81: Candy Corn &amp; Peeps Are Hoe Candy &#8220;@SimplySoulful: &#8220;@FrancisJstn: Candy Corn Trash&#8221; super trash&#8221;,1,eng,,davidson
¿De dónde eres?,0,spa,0.0,
RT @KaliKushDoll_: Dropping all these hoes.,1,eng,,davidson
Yal jus fags screen shootin the shit out of my stories &#128548; http://t.co/Cm55jy52J4,1,eng,,davidson
तुम दो तीन दिनों में फिरसे ठीक हो जाओगे।,0,hin,0.0,
@Swagner_813 thanks ya fucking hoser,1,eng,,davidson
RT @Jaydillz: My babies pussy is too tight today. http://t.co/if4K4v74RO,1,eng,,davidson
RT @NoLovee_Lost: Bend ha over pull ha hair eat her pussy lick her ass,1,eng,,davidson
@pharary04 you don't know me but I got a whole video of you sucking the life out of my pussy &#128527;&#128564;bye stranger &#128536;,1,eng,,davidson
RT @GBithc: This bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu,1,eng,,davidson
"RT @pgammo: Run Differentials:Mets -14, Yankees -32.",0,eng,,davidson
"My honky, my honky. My motherfucking honky.",1,eng,,davidson
@slickbackjr_ I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr,0,eng,,davidson
¿Qué opina del arte contemporáneo?,0,spa,0.0,
"Why do people use the eggplant Emoji in reference to a dick? If your dick is purple with a green top, see a doctor bruh.",1,eng,,davidson
RT @ItsNotHarold: I've noticed that it mostly be the bitches whose hair don't even reach their shoulders that talk the most shit,1,eng,,davidson
&#8220;@Adrianmayer99: Fucking pussy&#8221; @JosephNoonan2,1,eng,,davidson
That mocha colored chick doe&gt;&gt;&gt;&gt; think I fell in love&#128525;&#128525;&#128525;,0,eng,,davidson
@lettherainefall fag that's some gay ass shit,1,eng,,davidson
"Get cunts to threaten me, not bothered. I'd happily hit up a big massive group ae third years or something hahaha. #dropkickkk",1,eng,,davidson
我感觉困得几乎不能睁开我的眼睛了。,0,cmn,0.0,
RT @bebalizz123: I got all these hoes starin when I walk thru,1,eng,,davidson
@BryanBalsamo lmao u ain't a savage &#128514;&#128514; these hoes for everybody,1,eng,,davidson
@jrsmith12 @jaynovel let these hoes be great,1,eng,,davidson
आज 美丽 दिन है,0,hin,,synthetic_neutral
"RT @VRTWxrk_Flash: Mac 10 lay on the floor like a matress ""@yungchipotle: Young based god came straight for the bitches""",1,eng,,davidson
Everyone hates you because you're gay,1,eng,0.6,
"@OnlyHipHopFacts ""don't get head from hoes with overbites"" @ScHoolBoyQ",1,eng,,davidson
你真走运，因为他没咬你。,0,cmn,0.0,
@CellNBuu ewwww her nips are DEF more perfect than that,0,eng,,davidson
How you look like big bad mama but make fun of a pretty bitch wow where they do that at ? http://t.co/l7LhRuSG3n,1,eng,,davidson
"@noPOPULARity_ lmaoo one nigga had that 2nd pic as ""Looove that pussy from Popeyes!"" lmaoo that shit killed me",1,eng,,davidson
RT @JZolly23: Kickin trash cans on the golf cart #yeeyee @weidie1211 @mowder03 @JBilinovich @cmnw86,0,eng,,davidson
@garrett_winker wow u hoe is the term for women,1,eng,,davidson
Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here,1,eng,,davidson
Lima fears change but yet wants to bitch about how much it sucks &#128529;,1,eng,,davidson
My sister said my step mom is a cunt. &lt;3 i love my Sister (:,1,eng,,davidson
"Everyday I wake up celebrating, why? I just dodged a bullet from a crazy bitch.",1,eng,,davidson
该事件播下了战争的种子。,0,cmn,0.0,
Only white trash watch hockey.,1,eng,,davidson
"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w",1,eng,,davidson
I wish Young Thug made past me the hookah and kept garbage ass tyga out that bitch,1,eng,,davidson
"RT @delphrano: Berto couldn't KO this dude who wanted to get KO'd&#8230;Berto's trash, Upsher's trash, that fight was trash. #BronerTaylor #Boxing",0,eng,,davidson
@justinbieber nice wigger stache,1,eng,,davidson
"RT @ripstephanie_: ""let my shirt go bitch it's Aeropostale wtf is wrong with you "" &#128514;&#128557;&#128514; https://t.co/xM5s5HN7tq",1,eng,,davidson
eagles are fucking cunts http://t.co/nK2CO0snNv,1,eng,,davidson
Este 音乐 es 美妙,0,spa,,synthetic_neutral
你认为他适合这个职位吗？,0,cmn,0.0,
"RT @TattedBrunetteX: Can I get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough.",1,eng,,davidson
"Get proper translators idiot, he didn’t say that",1,eng,0.6,
"I mean. I guess I start using this again, since faggot Facebook blocked me for saying mean things to lady gaga",1,eng,,davidson
@_tonydennis it's trash ik just wanted to fuck with Dorsey,1,eng,,davidson
I've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it,1,eng,,davidson
Chance is trash,0,eng,,davidson
वह औरत दिखने से अमीर लगती है।,1,hin,0.6,
@iLoveQui that hoe suck,1,eng,,davidson
kicking this bitch to the curb bruh.,1,eng,,davidson
Should I be worried that a lady behind my building is talking to a crow?,0,eng,,davidson
"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""",1,eng,,davidson
RT @GhettoViine: Dumb bitch https://t.co/JdSvCGQFQn,1,eng,,davidson
All the bad bitches are in the gym between 9-1 u know why they ain't got no job,1,eng,,davidson
I wish a bitch COULD,1,eng,,davidson
Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;,0,eng,,davidson
"RT @bakedbrotatoes: *spits out animal cracker*
This doesn't even taste like hippo.",0,eng,,davidson
@goodgraces_ ok faggot http://t.co/zdGtE9GvzX,1,eng,,davidson
"&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.",1,eng,,davidson
Dedication 4 hoe,1,eng,,davidson
这个book很fantastic,0,cmn,,synthetic_neutral
@Marcfoor4 @_Maniac_Mind_ Am not down with gay shit u better ask my bitch,1,eng,,davidson
3-0-0 bitches fuck wid me,1,eng,,davidson
@ThatChrisEckert Gobble de gook,0,eng,,davidson
"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",1,eng,,davidson
"I think women will forever find a way for a guy to be thirsty tho just so they can feel like thier pussy has some value. 

It don't.",1,eng,,davidson
Nah I definitely gotta find me a bitch to drive me around in my whip while I'm drunk to this Ty Dolla $ign tape b it's only right,1,eng,,davidson
"""You're a garden rose, and that bitch is a weed.""",1,eng,,davidson
@vinny2vicious faggot I knew you weren't really my friend.,1,eng,,davidson
"@tayscalf we should change that to bitch about everything.
For example my girlfriend don't like the crew I hang with she BAE",1,eng,,davidson
Kill't dat bitch &#8220;@SimonSamuels: Shmoney Bitch @SimonSamuels @DevonTracy @thatwayimove https://t.co/lNQdazIjJk&#8221;,1,eng,,davidson
तुम हमसे मिलने क्यों नहीं आते?,0,hin,0.0,
RT @ThatsComplex: Hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap http://t.co/uHaON0TJDw&#8221;,1,eng,,davidson
RT @AyyyeThatsChubb: Mama said no pussy cats inside my dog house,1,eng,,davidson
"RT @hspiotta_21: c is for cunt
u is for ur a cunt
n is for not sure u know this but ur a cunt
t is for turn around bitch; ur a cunt",1,eng,,davidson
RT @MissUnfoolish: I don't fuck wit fake hoes all I touch is J-Los,1,eng,,davidson
#SouthCarolina is full of white trash,1,eng,,davidson
You you can't get no money silly hoe,1,eng,,davidson
RT @_iMcNasty: Heat lost. Medical marijuana got rejected. Rick Scott got reelected. I still have no hoes. Today's just been a bad day.,1,eng,,davidson
今天天气好,0,cmn,,synthetic_neutral
@justinmiculka01 oh what hoe is she trippin bout then,1,eng,,davidson
Steve McNair got murdered by his side bitch man life is crazy,1,eng,,davidson
@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore,1,eng,,davidson
RT @hoesLOVEkitty: chicks think that having sex with a guy for months automatically makes him their boyfriend .. bitch did you ask him? &#128514;,1,eng,,davidson
my bitch is in town http://t.co/AwSCUEfWkY,1,eng,,davidson
She a bird for that ... Shit was disrespectful! Then ran outside n left her man to get bossed on!,1,eng,,davidson
உங்கள் helpக்கு நன்றி,0,tam,,synthetic_neutral
"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",1,eng,,davidson
@kieffer_jason @hunterbuch66 @sbsylvester but yo scary ass don't want to see me tho stfu talking am u know where I be at pussy boy,1,eng,,davidson
Maybe I’m crazy. Maybe I’m not. I really don’t care if you try to fuck with my brain but ill stand strong bitch,0,eng,0.0,
जब मेरी घर की चाबी खो गई थी मुझे समझ में नहीं आ रहा था कि मैं क्या करूँ।,1,hin,0.5,
RT @ArlisDoNotChill: This bitch played too much Subway Surfer http://t.co/BK5UnHQO3z,1,eng,,davidson
"Man fuck these bitch ass niggas, how y'all doin?",1,eng,,davidson
I don't trust these bitches,1,eng,,davidson
@MilesM_05 shut up coon.,1,eng,,davidson
Hace tanto calor que podrías cocer huevos sobre el capó de un coche.,0,spa,0.0,
When people igg my text they get aired out in my head all types of bitches an dickheads &#128514;,1,eng,,davidson
"@samross58 it's parseltounge, not basilisk you fucking pussy. Get it right.",1,eng,,davidson
RT @JustDoItSlow: @vintage_monroe_ scary told to come to her house to fight her and won't even open the door !! Wtf scary ass hoe,1,eng,,davidson
"niggas talk bout hoes, but the same hoes be in their beds at night ctfuu",1,eng,,davidson
