text,isHate,original_language,confidence,source,language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation
读这种的书有什么用？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我想你一定很喜歡你的工作吧。,0,cmn,0.1,tatoeba,,,,,,,,,
他们，我全都喜欢。,0,cmn,0.1,tatoeba,,,,,,,,,
他把球擲向牆上。,0,cmn,0.0,tatoeba,,,,,,,,,
她问了怎么烧鱼。,1,cmn,0.55,tatoeba,,,,,,,,,
残疾人是垃圾,1,cmn,0.75,synthetic_hate,,,,,,,,,
我們會永遠在一起。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他是我的救命恩人。,0,cmn,0.0,tatoeba,,,,,,,,,
那只苹果烂了。,0,cmn,0.0,tatoeba,,,,,,,,,
他把賺到的錢都存了起來。,0,cmn,0.0,tatoeba,,,,,,,,,
待在那儿别动。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
敌人对我们发起了攻击。,0,cmn,0.0,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这个电影很great,0,cmn,0.0,synthetic_neutral,,,,,,,,,
坏 无耻 穆斯林,1,cmn,0.55,,cmn,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
六個成員中有三分之一是女性。,1,cmn,0.55,,,,,,,,,,
明年夏天我妹妹就要13岁了。,0,cmn,0.0,tatoeba,,,,,,,,,
我给她打电话的时候她不在。,1,cmn,0.55,tatoeba,,,,,,,,,
用你的詞典查查這些生字吧。,0,cmn,0.0,tatoeba,,,,,,,,,
同性恋是垃圾的败类,1,cmn,0.85,synthetic_hate,,,,,,,,,
移民都是可恨,1,cmn,0.75,synthetic_hate,,,,,,,,,
我们先吃饭，然后再走。,0,cmn,0.0,tatoeba,,,,,,,,,
所有迹象表明她好起来了。,0,cmn,0.1,,,,,,,,,,
领主对他的臣民有绝对权力。,0,cmn,0.0,tatoeba,,,,,,,,,
我有一个哥哥和一个妹妹。,0,cmn,0.0,tatoeba,,,,,,,,,
雨不停，我们不会出去。,0,cmn,0.0,,,,,,,,,,
你為甚麼不把摩托車拿去修理？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
到七百多年前元朝辰光，建置了上海县，上海的名字就是这样来的。,0,cmn,0.0,tatoeba,,,,,,,,,
我的手机找到了，人家打电话来叫我去领了！,1,cmn,0.55,tatoeba,,,,,,,,,
我恨所有同性恋,1,cmn,0.75,synthetic_hate,,,,,,,,,
同性恋应该待在地狱,1,cmn,0.55,synthetic_hate,,,,,,,,,
英語不是一朝一夕就能學會的。,0,cmn,0.0,tatoeba,,,,,,,,,
你不能未经允许就看别人的私人信件。,0,cmn,0.0,tatoeba,,,,,,,,,
因为我没听到。,0,cmn,0.0,tatoeba,,,,,,,,,
从大阪到秋田的车费是多少？,0,cmn,0.0,tatoeba,,,,,,,,,
我不想再見到你！,0,cmn,0.0,tatoeba,,,,,,,,,
洗什么澡？桑拿浴我是怕闷死的，要不就泡大池。,1,cmn,0.65,tatoeba,,,,,,,,,
这里非常热。,0,cmn,0.0,tatoeba,,,,,,,,,
女人都是愚蠢,1,cmn,0.55,synthetic_hate,,,,,,,,,
彼得爱上了那个女孩。,0,cmn,0.1,tatoeba,,,,,,,,,
她什么时候结婚的？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
今年夏天我们要出国旅行。,0,cmn,0.1,tatoeba,,,,,,,,,
你怎么会不知道？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
吃那么多很傻。,0,cmn,0.0,tatoeba,,,,,,,,,
我也不喜歡。,0,cmn,0.0,tatoeba,,,,,,,,,
愛是盲目的。,0,cmn,0.0,tatoeba,,,,,,,,,
人注定要死。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他有一棟自己的房子。,0,cmn,0.0,tatoeba,,,,,,,,,
比尔想提早到他工作的地方打扫他的办公桌。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
桌上有一只橙子。,0,cmn,0.0,tatoeba,,,,,,,,,
今晚我們打算去聽音樂會。,1,cmn,0.55,tatoeba,,,,,,,,,
到明天我应该已经读完这本书了。,0,cmn,0.0,tatoeba,,,,,,,,,
我倒觉得挺好的。,0,cmn,0.1,tatoeba,,,,,,,,,
我會使你成為一個男子漢。,0,cmn,0.0,tatoeba,,,,,,,,,
下面写上我们班同学的名字。,0,cmn,0.0,tatoeba,,,,,,,,,
女人 坏 基督教,1,cmn,0.75,,cmn,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
这个暖气不能让那个大房间热起来。,0,cmn,0.0,tatoeba,,,,,,,,,
我妹妹的房间总是整整齐齐的。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林是废物的垃圾,1,cmn,0.85,synthetic_hate,,,,,,,,,
以毒制毒,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这个书很精彩,0,cmn,0.1,synthetic_neutral,,,,,,,,,
這是你的預約卡。,0,cmn,0.0,tatoeba,,,,,,,,,
這個蘋果是最好吃的。,0,cmn,0.1,tatoeba,,,,,,,,,
她以為所有人都會贊成計劃。,0,cmn,0.0,tatoeba,,,,,,,,,
其實比較可能發生相反的事。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一边吃红茶咖啡，一边吃色拉西点，一边谈谈山海经。,0,cmn,0.0,tatoeba,,,,,,,,,
我能借这本书吗？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
這些書是誰的？,0,cmn,0.0,tatoeba,,,,,,,,,
他从没打过高尔夫球。,1,cmn,0.55,tatoeba,,,,,,,,,
他没死在车祸中真是个奇迹。,1,cmn,0.65,tatoeba,,,,,,,,,
他的英文說得不錯。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望穆斯林滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
他发现了我们的秘密。,0,cmn,0.0,tatoeba,,,,,,,,,
嬰兒在搖籃中睡覺。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他在枪每时每刻有子弹。,1,cmn,0.55,tatoeba,,,,,,,,,
大名是什么？,0,cmn,0.0,tatoeba,,,,,,,,,
他的政权必定会崩溃。,0,cmn,0.0,,,,,,,,,,
吸烟对你有很大的伤害。,0,cmn,0.0,tatoeba,,,,,,,,,
今天天气很好，和明天一样。,0,cmn,0.1,,,,,,,,,,
我不得不在树下躲雨。,0,cmn,0.0,tatoeba,,,,,,,,,
所有黑人都应该死,1,cmn,0.85,synthetic_hate,,,,,,,,,
那條裙子你買了多少錢？,0,cmn,0.0,tatoeba,,,,,,,,,
女性应该被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
他半夜打了个电话给我。,1,cmn,0.55,,,,,,,,,,
你把衣服晾出来！,0,cmn,0.0,tatoeba,,,,,,,,,
我到理发店剪了头发。,0,cmn,0.0,tatoeba,,,,,,,,,
女人是废物和无耻,1,cmn,0.75,synthetic_hate,,,,,,,,,
纸容易着火。,0,cmn,0.0,tatoeba,,,,,,,,,
我想沉到海裏去，在這個世界上消失，這樣就不會再有人看見我了。,0,cmn,0.0,tatoeba,,,,,,,,,
我们没机会赢那些一流选手。,0,cmn,0.0,,,,,,,,,,
黑人应该被受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
为什么你昨晚睡不着？,0,cmn,0.0,,,,,,,,,,
女性应该待在地狱,1,cmn,0.55,synthetic_hate,,,,,,,,,
我谢谢你帮帮忙，给我把灯关了，我想睡觉了。,0,cmn,0.1,tatoeba,,,,,,,,,
暴風雨帶來了許多損害。,0,cmn,0.0,tatoeba,,,,,,,,,
快點快點，你還慢吞吞的話我們就要遲到了。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望我们不用等太久。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meg是唯一一个穿牛仔裤的女生。,0,cmn,0.0,tatoeba,,,,,,,,,
讓我來幫你吧。,0,cmn,0.0,tatoeba,,,,,,,,,
你去国外是玩儿还是出差？,0,cmn,0.0,tatoeba,,,,,,,,,
他有两个漂亮的儿子。,0,cmn,0.1,tatoeba,,,,,,,,,
你会说英语吗？,0,cmn,0.0,tatoeba,,,,,,,,,
他经常忘记信守承诺。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
让我知道我是否需要改变。,0,cmn,0.0,,,,,,,,,,
我对life感到excited,0,cmn,0.0,synthetic_neutral,,,,,,,,,
你看上去很傻。,0,cmn,0.0,tatoeba,,,,,,,,,
還在下雨嗎？,0,cmn,0.0,tatoeba,,,,,,,,,
我们本该考虑一下行程。,0,cmn,0.0,tatoeba,,,,,,,,,
女人是废物的杂种,1,cmn,0.85,synthetic_hate,,,,,,,,,
雖然冷戰已經過了這麼多年，俄羅斯人和德國人之間的仇恨還是沒有消除，在蘇聯曾經侵佔過的地區，這種仇恨就更深了。,1,cmn,0.55,tatoeba,,,,,,,,,
这张书桌是木制的。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
女人 死 穆斯林,1,cmn,0.85,,cmn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
所有移民都是愚蠢的,1,cmn,0.55,synthetic_hate,,,,,,,,,
所有犹太人都是废物的,1,cmn,0.65,synthetic_hate,,,,,,,,,
汤姆说他打扫屋子打扫了一天。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他的演說贏得了觀眾熱烈的掌聲。,0,cmn,0.0,tatoeba,,,,,,,,,
同性恋是恶心和讨厌,1,cmn,0.85,synthetic_hate,,,,,,,,,
这是一个可以的中午,0,cmn,0.9,synthetic_neutral,,,,,,,,,
他得癌症死了。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一连串的爆炸使实验室成为废墟。,1,cmn,0.55,tatoeba,,,,,,,,,
你被老師罵了嗎？,0,cmn,0.0,tatoeba,,,,,,,,,
她未成年就死了。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这种科技的优势是什么？,0,cmn,0.0,tatoeba,,,,,,,,,
他太不合群。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
極光是極地特有的自然現象。,0,cmn,0.0,tatoeba,,,,,,,,,
残疾人是可恨和恶心,1,cmn,0.85,synthetic_hate,,,,,,,,,
女性应该被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
他在踢我！,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
女人是卑劣和恶心,1,cmn,0.75,synthetic_hate,,,,,,,,,
移民是无用的蠢货,1,cmn,0.75,synthetic_hate,,,,,,,,,
她没有敌人。,0,cmn,0.0,tatoeba,,,,,,,,,
他喜歡每天都享受一下一個人的時間。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我们的任务到目前为止很轻松，但从现在开始将会变得很难。,0,cmn,0.0,,,,,,,,,,
我希望移民被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
祝你下午excellent,0,cmn,0.0,synthetic_neutral,,,,,,,,,
爷爷买给我的！,0,cmn,0.0,tatoeba,,,,,,,,,
他注重礼节。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
犹太人是愚蠢的蠢货,1,cmn,0.55,synthetic_hate,,,,,,,,,
你喜歡不喜歡也得做。,0,cmn,0.0,tatoeba,,,,,,,,,
日本在中国的东面。,0,cmn,0.0,tatoeba,,,,,,,,,
我们一有回复就会给你打电话的。,1,cmn,0.55,tatoeba,,,,,,,,,
我们马上开始工作吧。,0,cmn,0.1,tatoeba,,,,,,,,,
你觉得对此该做什么？,0,cmn,0.0,,,,,,,,,,
你是一个印度人,1,cmn,0.55,,cmn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
我鄙视{target},0,cmn,0.0,synthetic_hate,,,,,,,,,
英國人大體上說都是保守的。,0,cmn,0.0,tatoeba,,,,,,,,,
你看他傻乎乎的模样，倒也挺可爱。,0,cmn,0.1,tatoeba,,,,,,,,,
穆斯林应该消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
祝你早上fantastic,0,cmn,0.0,synthetic_neutral,,,,,,,,,
她父亲是日本人。,0,cmn,0.0,tatoeba,,,,,,,,,
男人 打 印度教,1,cmn,0.55,,cmn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
花园被木栅栏围了起来。,0,cmn,0.0,,,,,,,,,,
不要指望别人为你着想！,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他随便开了一枪。,1,cmn,0.55,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
坏 无耻 佛教,1,cmn,0.55,,cmn,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
她出生的那个时代奴隶制度刚刚结束；那时路上没有汽车，天上也没有飞机。当时像她这样的人由于两个原因不能投票，首先她是女性，其次她是黑人。,1,cmn,0.75,tatoeba,,,,,,,,,
同性恋都是卑劣,1,cmn,0.55,synthetic_hate,,,,,,,,,
如果沒有字典，學英文應該是很難的事吧。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我想去英國。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
工作的时候你不许吸烟。,0,cmn,0.1,tatoeba,,,,,,,,,
你说什么？死了？,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我希望跨性别被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
小区旁边出行方便吗？,0,cmn,0.0,tatoeba,,,,,,,,,
我用三元一打的價錢買了這些東西。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
请所有乘客出示车票。,0,cmn,0.0,tatoeba,,,,,,,,,
所有移民都是无用的,1,cmn,0.55,synthetic_hate,,,,,,,,,
我印象中的他是個可愛聰明的小男孩。,0,cmn,0.0,tatoeba,,,,,,,,,
他既会打网球，又会打棒球。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
穆斯林是垃圾的杂种,1,cmn,0.85,synthetic_hate,,,,,,,,,
黑人是无用和讨厌,1,cmn,0.75,synthetic_hate,,,,,,,,,
哦，我不知道我是不是认同你。,0,cmn,0.0,tatoeba,,,,,,,,,
你不能指望我一直考虑周到！,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
屋檐上正滴下雨水。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
她得知父親突然離世，不禁心如刀割。,1,cmn,0.55,tatoeba,,,,,,,,,
我希望您快就会好起来。,0,cmn,0.1,tatoeba,,,,,,,,,
要做蛋糕，你要用到鸡蛋，黄油和糖。,0,cmn,0.0,,,,,,,,,,
跨性别应该受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
我觉得这件运动衫很适合你。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
犹太人是无用和讨厌,1,cmn,0.55,synthetic_hate,,,,,,,,,
整个上午，我都在忙着打字。,1,cmn,0.55,tatoeba,,,,,,,,,
女性应该被滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
菜單上有各種各樣的菜色。,0,cmn,0.0,tatoeba,,,,,,,,,
你觉得我之前在做什么？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他昨天离开去了伦敦。,0,cmn,0.0,tatoeba,,,,,,,,,
他很富有，但活得像个乞丐。,0,cmn,0.0,tatoeba,,,,,,,,,
残疾人应该滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
沒有甚麼好怕的。,0,cmn,0.1,tatoeba,,,,,,,,,
黑人是无用的垃圾,1,cmn,0.75,synthetic_hate,,,,,,,,,
我所有的朋友都被请到这儿来了。,0,cmn,0.1,tatoeba,,,,,,,,,
我迫不及待地想要看到Tatoeba的新版本。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我希望犹太人死,1,cmn,0.65,synthetic_hate,,,,,,,,,
他正在找一份好工作。,0,cmn,0.1,tatoeba,,,,,,,,,
這張桌子被 Tom 用過。,0,cmn,0.0,tatoeba,,,,,,,,,
你为什么要到我们公司来应聘？,0,cmn,0.0,tatoeba,,,,,,,,,
預防勝於治療。,0,cmn,0.0,tatoeba,,,,,,,,,
你除了专业之外，还有什么别爱好吗？,0,cmn,0.1,tatoeba,,,,,,,,,
女性是卑劣的垃圾,1,cmn,0.75,synthetic_hate,,,,,,,,,
她最终决定出国。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
所有同性恋都是垃圾的,1,cmn,0.75,synthetic_hate,,,,,,,,,
她是半死半生。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
同性恋是无用和可恨,1,cmn,0.75,synthetic_hate,,,,,,,,,
黑人是可恨的蠢货,1,cmn,0.85,synthetic_hate,,,,,,,,,
我很担心你。,0,cmn,0.0,tatoeba,,,,,,,,,
我能问个问题吗？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
女性都是垃圾,1,cmn,0.75,synthetic_hate,,,,,,,,,
越来越多的女人拥有自己的事业并实现和丈夫的经济独立。,1,cmn,0.55,tatoeba,,,,,,,,,
她的态度让我恶心。,1,cmn,0.55,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我喜欢红酒多过于白葡萄酒。,0,cmn,0.1,tatoeba,,,,,,,,,
已经等了半个小时了。,0,cmn,0.0,tatoeba,,,,,,,,,
移民是垃圾,1,cmn,0.75,synthetic_hate,,,,,,,,,
她每周上一次钢琴课。,0,cmn,0.0,tatoeba,,,,,,,,,
跨性别都是可恨,1,cmn,0.75,synthetic_hate,,,,,,,,,
穆斯林应该被受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
他的梦想是去瑞士。,0,cmn,0.0,tatoeba,,,,,,,,,
她愈來愈漂亮了。,0,cmn,0.1,tatoeba,,,,,,,,,
我造了一張木桌子。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林是低贱和讨厌,1,cmn,0.75,synthetic_hate,,,,,,,,,
我能留个言吗？,0,cmn,0.0,tatoeba,,,,,,,,,
女性不配活着,1,cmn,0.55,synthetic_hate,,,,,,,,,
他乘错了火车。,0,cmn,0.0,tatoeba,,,,,,,,,
醫生雖然已經竭盡全力，但不久病人還是死了。,1,cmn,0.65,tatoeba,,,,,,,,,
犹太人是卑劣的杂种,1,cmn,0.65,synthetic_hate,,,,,,,,,
除非下雨，宴会将在花园里举行。,0,cmn,0.0,tatoeba,,,,,,,,,
谁去了都会受到欢迎。,0,cmn,0.0,tatoeba,,,,,,,,,
她不太會煮飯。,0,cmn,0.0,tatoeba,,,,,,,,,
我可不能把阿渚交给这种文弱的男人。,0,cmn,0.0,tatoeba,,,,,,,,,
你可以到有“银联”标志的ATM机里去取钱。,0,cmn,0.1,tatoeba,,,,,,,,,
同性恋是恶心和可恨,1,cmn,0.85,synthetic_hate,,,,,,,,,
去上海新建的绿地玩也特有劲！,0,cmn,0.0,tatoeba,,,,,,,,,
所有犹太人都应该被消灭,1,cmn,0.55,synthetic_hate,,,,,,,,,
科学和数学我都喜欢。,0,cmn,0.1,,,,,,,,,,
跨性别是废物和可怕,1,cmn,0.75,synthetic_hate,,,,,,,,,
我想不起来这个机器怎么用了。,0,cmn,0.0,tatoeba,,,,,,,,,
万一发生火灾，打碎玻璃并按下红色按钮。,1,cmn,0.75,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
她的英语掌握得很熟练。,0,cmn,0.0,tatoeba,,,,,,,,,
他们齐声合唱。,0,cmn,0.0,tatoeba,,,,,,,,,
我们休息一下吧。,0,cmn,0.0,tatoeba,,,,,,,,,
不要打扰她。,1,cmn,0.55,tatoeba,,,,,,,,,
这条连衣裙很便宜。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无耻 切 基督教,1,cmn,0.75,,cmn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
女人应该消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
移民是废物,1,cmn,0.75,synthetic_hate,,,,,,,,,
他们都是一样的吗？,0,cmn,0.0,tatoeba,,,,,,,,,
她非常周到和耐心。,0,cmn,0.0,tatoeba,,,,,,,,,
多運動有益健康。,0,cmn,0.1,tatoeba,,,,,,,,,
失物招领处在哪儿？,0,cmn,0.0,tatoeba,,,,,,,,,
他買得起那輛車。,0,cmn,0.0,tatoeba,,,,,,,,,
我和吉姆跑得一樣快。,0,cmn,0.0,tatoeba,,,,,,,,,
我出去的时候有人打我电话吗？,1,cmn,0.55,,,,,,,,,,
我对明天感到快乐,0,cmn,0.9,synthetic_neutral,,,,,,,,,
犹太人应该被被清除,1,cmn,0.55,synthetic_hate,,,,,,,,,
它和這個問題有點關係。,0,cmn,0.0,tatoeba,,,,,,,,,
同性恋应该待在厨房,1,cmn,0.55,synthetic_hate,,,,,,,,,
他的房子又小又旧。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望没打扰到你吧？,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
因为临时有事，我很抱歉在2月27日那天不能跟你们碰面了。,0,cmn,0.0,tatoeba,,,,,,,,,
谢谢你的帮助,0,cmn,0.1,synthetic_neutral,,,,,,,,,
直到那時我才真正感到害怕。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
移民是讨厌和可恨,1,cmn,0.85,synthetic_hate,,,,,,,,,
教授微微笑了笑。,0,cmn,0.0,tatoeba,,,,,,,,,
我不喜欢以这种方式被对待。,0,cmn,0.1,tatoeba,,,,,,,,,
你是一个无耻,0,cmn,0.0,,cmn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
不要，谢谢。我吃饱了。,0,cmn,0.1,tatoeba,,,,,,,,,
地上拿扫帚扫一扫。,0,cmn,0.0,tatoeba,,,,,,,,,
我恨女人,1,cmn,0.75,synthetic_hate,,,,,,,,,
我不覺得她適合做這份工作。,0,cmn,0.1,tatoeba,,,,,,,,,
犹太人都是恶心,1,cmn,0.55,synthetic_hate,,,,,,,,,
除了鼻子不通以外，我还发着高烧。,1,cmn,0.55,tatoeba,,,,,,,,,
他的父親死了，而且更糟的是他母親也病了。,1,cmn,0.65,,,,,,,,,,
女人是恶心的废物,1,cmn,0.85,synthetic_hate,,,,,,,,,
埋单！今天我付帐。,0,cmn,0.0,tatoeba,,,,,,,,,
移民都是低贱,1,cmn,0.55,synthetic_hate,,,,,,,,,
這個嬰兒還沒有學會走路。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他跑得太快了。,0,cmn,0.0,tatoeba,,,,,,,,,
老人给了她一个小娃娃。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
把白的填满。,0,cmn,0.0,tatoeba,,,,,,,,,
他成为了一个警察。,0,cmn,0.0,tatoeba,,,,,,,,,
这样的举止只可能是个绅士。,0,cmn,0.0,,,,,,,,,,
他是個有才能的人，我們相信他會成功。,0,cmn,0.1,tatoeba,,,,,,,,,
我鄙视女性,1,cmn,0.55,synthetic_hate,,,,,,,,,
你竟然做出那樣的事來，你還是人嗎？,0,cmn,0.0,tatoeba,,,,,,,,,
羅馬是座古城。,0,cmn,0.0,tatoeba,,,,,,,,,
你可以选择任何你喜欢的颜色。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他不仅给了我们衣服，还有一点钱。,0,cmn,0.0,,,,,,,,,,
生魚很容易變壞。,0,cmn,0.0,tatoeba,,,,,,,,,
你明天不去釣魚的話，我也不去了。,0,cmn,0.0,tatoeba,,,,,,,,,
你觉得他会对什么主题感兴趣？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小鸟欢快地歌唱。,0,cmn,0.0,tatoeba,,,,,,,,,
樹袋熊比袋鼠更為常見。,0,cmn,0.0,tatoeba,,,,,,,,,
很多年輕人去了打仗。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
所有同性恋都应该被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
纽约有许多贸易公司。,0,cmn,0.0,tatoeba,,,,,,,,,
我爱我的孩子,0,cmn,0.9,synthetic_neutral,,,,,,,,,
你最好現在去睡覺。,0,cmn,0.1,tatoeba,,,,,,,,,
請打開窗。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
飢餓的嬰兒只是哭。,0,cmn,0.0,tatoeba,,,,,,,,,
她的臉上總是掛著開朗的微笑。,0,cmn,0.0,tatoeba,,,,,,,,,
黑人不配活着,1,cmn,0.55,synthetic_hate,,,,,,,,,
同性恋应该被被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
犹太人应该被滚开,1,cmn,0.75,synthetic_hate,,,,,,,,,
我鄙视移民,1,cmn,0.55,synthetic_hate,,,,,,,,,
我找到一个买水果很便宜的地方。,0,cmn,0.0,tatoeba,,,,,,,,,
所有女性都是讨厌的,1,cmn,0.75,synthetic_hate,,,,,,,,,
這是我的人生嗎？,0,cmn,0.0,tatoeba,,,,,,,,,
请您把这张旅行支票换成现钞。,0,cmn,0.1,tatoeba,,,,,,,,,
我一星期前意外受傷，現在不能出外。,0,cmn,0.0,tatoeba,,,,,,,,,
我一回到家就打电话给你。,1,cmn,0.55,tatoeba,,,,,,,,,
快赶到那边去打听，快走！,1,cmn,0.55,tatoeba,,,,,,,,,
我希望女性滚开,1,cmn,0.85,synthetic_hate,,,,,,,,,
我觉得您没有接受我的意见是个错误。,0,cmn,0.0,tatoeba,,,,,,,,,
我恨跨性别,1,cmn,0.75,synthetic_hate,,,,,,,,,
但是现在城区大多数地方，在唐朝以前还是海滩或者海。,0,cmn,0.0,tatoeba,,,,,,,,,
我的儿子长大了希望做医生。,0,cmn,0.0,tatoeba,,,,,,,,,
我病了，所以沒有上學。,0,cmn,0.0,tatoeba,,,,,,,,,
临走前确定什么都关了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我要写一封信。你有纸吗？,0,cmn,0.0,tatoeba,,,,,,,,,
残疾人是恶心的人渣,1,cmn,0.85,synthetic_hate,,,,,,,,,
他失去了平衡，从梯子上摔了下来。,0,cmn,0.0,tatoeba,,,,,,,,,
菜切好了放在那儿，不知道什么时候来做。,1,cmn,0.55,tatoeba,,,,,,,,,
女孩不太喜歡洗碗，但也盡力而為。,0,cmn,0.0,tatoeba,,,,,,,,,
他白天睡觉，晚上工作。,0,cmn,0.1,,,,,,,,,,
Bob是我朋友。,0,cmn,0.1,tatoeba,,,,,,,,,
“相信我。”他说。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我想要个能装这些玩具的盒子。,0,cmn,0.0,,,,,,,,,,
